occupancy_type,loan_amount,action_taken,state_code,county_code,applicant_race_1,applicant_sex,applicant_age,income,applicant_credit_scoring_model,debt_to_income_ratio,loan_term,interest_only_payment,property_value,target
3,315000,1,VT,50003,5,1,>74,265,1,41,360,1,535000,1
1,675000,1,AK,02020,5,2,45-54,180,3,38,360,2,845000,1
1,625000,1,MN,27053,5,2,35-44,207,1,30%-<36%,360,2,625000,1
1,295000,1,MI,26055,5,1,<25,95,3,30%-<36%,360,2,295000,1
1,605000,1,CA,06017,5,2,25-34,247,2,20%-<30%,360,2,805000,1
1,515000,1,TX,48491,5,1,35-44,144,2,30%-<36%,360,2,805000,1
1,4875000,1,FL,12086,5,1,45-54,1380,3,30%-<36%,360,2,6505000,1
2,1465000,1,NJ,34029,5,1,55-64,394,3,44,360,2,1955000,1
2,715000,1,CT,09001,5,1,65-74,,2,38,360,2,955000,1
1,725000,1,NC,37119,5,1,25-34,215,3,20%-<30%,360,2,905000,1
1,525000,1,CO,08035,5,1,65-74,,2,36,360,1,745000,1
1,525000,1,NY,36047,5,2,25-34,155,3,30%-<36%,360,2,855000,1
3,575000,1,CA,06037,5,1,65-74,411,1,20%-<30%,360,2,1265000,1
1,1195000,1,TX,48491,5,2,25-34,1500,2,<20%,360,2,1625000,1
1,295000,1,NC,37183,5,1,35-44,112,1,43,360,2,305000,1
1,205000,1,NE,31109,5,1,35-44,63,1,49,360,2,495000,1
2,795000,1,FL,12099,2,2,65-74,336,3,42,360,1,1055000,1
1,585000,1,NY,36059,2,1,35-44,326,1,37,360,2,735000,1
1,2125000,1,CA,06037,5,1,35-44,796,2,39,360,2,2655000,1
2,515000,1,AL,01073,5,1,45-54,515,3,30%-<36%,360,2,575000,1
1,175000,1,HI,15003,5,2,>74,91,1,30%-<36%,360,2,455000,1
1,515000,1,FL,12011,3,1,>74,240,3,30%-<36%,360,2,1255000,1
2,515000,1,VT,50027,5,2,25-34,354,2,44,360,2,665000,1
2,515000,1,FL,12097,2,2,25-34,,3,44,360,2,945000,1
1,2505000,1,FL,12086,5,1,55-64,1550,1,42,360,2,3655000,1
1,515000,1,PA,42095,5,2,25-34,219,1,30%-<36%,360,2,725000,1
1,625000,1,CT,09001,5,2,45-54,248,3,46,360,1,895000,1
1,5005000,1,CA,06073,5,1,45-54,1922,9,30%-<36%,360,1,8005000,1
1,1035000,1,FL,12057,2,1,25-34,637,1,30%-<36%,360,2,1375000,1
1,245000,1,PA,42011,5,1,25-34,130,3,20%-<30%,360,2,425000,1
1,2005000,1,AZ,04013,2,1,55-64,527,2,44,360,1,3405000,1
1,305000,1,TX,48397,5,1,>74,164,1,47,360,2,385000,1
1,645000,1,WA,53033,5,1,55-64,279,3,49,360,2,1905000,1
1,205000,1,NC,37149,5,2,<25,80,3,20%-<30%,360,2,255000,1
3,1365000,1,CA,06065,5,1,55-64,1991,1,<20%,360,1,2835000,1
1,885000,1,NY,36119,5,1,35-44,332,3,20%-<30%,360,2,1105000,1
1,815000,1,GA,13089,5,1,35-44,369,1,20%-<30%,360,2,1375000,1
1,815000,1,WA,53033,5,1,25-34,324,1,20%-<30%,360,2,1055000,1
1,385000,1,WA,53061,5,2,55-64,145,1,20%-<30%,360,2,545000,1
1,1355000,1,HI,15009,5,1,45-54,643,3,<20%,360,2,2255000,1
2,2005000,1,CO,08113,5,2,55-64,1039,2,50%-60%,360,2,11505000,1
2,785000,1,CT,09009,5,1,55-64,1151,1,20%-<30%,360,2,1055000,1
1,725000,1,IN,18057,5,1,55-64,458,3,30%-<36%,360,1,1125000,1
1,225000,1,LA,22055,5,1,25-34,226,1,<20%,360,2,295000,1
1,705000,1,NY,36047,2,1,25-34,532,1,20%-<30%,360,2,1225000,1
1,655000,1,WA,53073,5,2,25-34,347,3,20%-<30%,360,2,825000,1
1,685000,1,IL,17031,5,1,55-64,245,3,30%-<36%,360,2,1025000,1
1,205000,1,KY,21021,5,2,25-34,85,2,20%-<30%,360,2,285000,1
1,1455000,1,MA,25017,5,2,65-74,489,3,48,360,2,2855000,1
1,1035000,1,TX,48453,5,2,55-64,604,1,45,360,2,1485000,1
1,525000,1,OR,41051,5,2,25-34,227,1,20%-<30%,360,2,835000,1
1,885000,1,NY,36059,5,1,35-44,474,3,30%-<36%,360,2,1105000,1
1,255000,1,PA,42011,5,1,25-34,160,3,<20%,360,2,435000,1
2,1045000,1,NC,37141,5,2,35-44,421,3,40,360,2,1285000,1
1,585000,1,MA,25001,5,1,65-74,187,1,50%-60%,360,2,785000,1
1,395000,1,MI,26125,5,2,55-64,252,2,47,360,2,495000,1
2,565000,1,FL,12115,5,1,65-74,189,3,40,360,2,815000,1
1,2515000,1,FL,12099,5,1,55-64,1411,3,20%-<30%,360,2,3355000,1
1,955000,1,AZ,04013,5,1,>74,547,3,30%-<36%,360,1,1285000,1
1,1005000,1,FL,12086,5,1,65-74,402,2,41,360,1,1325000,1
2,515000,1,CA,06065,5,1,55-64,300,1,43,360,2,1815000,1
2,1145000,1,IL,17031,5,1,>74,500,3,48,360,2,1305000,1
1,575000,1,CA,06075,2,1,35-44,185,1,36,360,2,835000,1
1,755000,1,NY,36047,5,1,25-34,610,2,20%-<30%,360,1,1105000,1
2,465000,1,WA,53007,5,2,65-74,238,3,30%-<36%,360,2,625000,1
1,685000,1,NY,36119,5,2,35-44,191,2,41,360,2,895000,1
1,515000,1,SC,45053,5,1,55-64,234,3,20%-<30%,360,2,585000,1
1,515000,1,GA,13067,5,1,45-54,236,1,20%-<30%,360,2,955000,1
2,485000,1,ID,16019,5,1,35-44,403,3,20%-<30%,360,2,485000,1
1,615000,1,NC,37109,5,2,65-74,186,3,40,360,2,685000,1
2,555000,1,GA,13237,5,1,35-44,390,1,40,360,1,865000,1
1,555000,1,FL,12011,5,1,55-64,243,3,47,360,1,1795000,1
1,515000,1,NH,33015,5,1,65-74,141,1,49,360,1,1005000,1
3,1775000,1,UT,49051,5,1,35-44,,1,50%-60%,360,1,3735000,1
1,775000,1,WA,53061,2,1,25-34,384,3,<20%,360,2,965000,1
1,1005000,1,FL,12081,5,1,55-64,265,1,49,360,1,2435000,1
1,1265000,1,PA,42091,5,1,55-64,,2,30%-<36%,360,2,1585000,1
1,785000,1,NY,36103,5,2,35-44,238,1,40,360,2,1235000,1
1,725000,1,GA,13121,5,1,55-64,634,3,<20%,360,2,915000,1
1,1165000,1,NY,36119,5,1,45-54,659,1,30%-<36%,360,1,1475000,1
1,515000,1,GA,13089,2,1,25-34,,3,39,360,2,635000,1
1,515000,1,AZ,04021,5,2,65-74,,1,20%-<30%,360,2,875000,1
2,365000,1,CA,06073,5,1,45-54,288,3,30%-<36%,360,1,585000,1
2,515000,1,ME,23009,5,1,25-34,305,3,36,360,2,545000,1
1,415000,1,GA,13121,5,1,25-34,132,1,40,360,2,525000,1
2,1995000,1,MA,25021,5,1,25-34,997,2,30%-<36%,360,2,3995000,1
1,365000,3,CA,06037,5,2,35-44,10,3,>60%,360,2,595000,0
1,765000,1,NJ,34025,5,2,25-34,232,1,30%-<36%,360,2,955000,1
1,755000,1,OH,39049,3,2,45-54,421,1,39,360,1,1305000,1
1,705000,1,FL,12127,5,2,55-64,170,2,47,360,2,785000,1
3,2005000,1,AL,01123,5,1,35-44,1665,1,20%-<30%,360,1,4505000,1
2,215000,1,MI,26029,5,2,45-54,242,3,30%-<36%,360,2,285000,1
1,835000,1,TX,48121,5,1,35-44,495,1,20%-<30%,360,2,1675000,1
3,515000,1,CA,06037,5,2,65-74,559,3,30%-<36%,360,2,1085000,1
1,645000,3,NY,36081,2,2,65-74,270,2,>60%,360,2,1055000,0
1,1395000,1,CA,06075,5,1,35-44,351,1,36,360,2,1505000,1
1,205000,1,NY,36059,5,2,25-34,102,1,30%-<36%,360,2,635000,1
2,1005000,1,CO,08035,5,1,45-54,622,1,20%-<30%,360,2,2345000,1
1,515000,1,NY,36055,5,2,25-34,230,1,20%-<30%,360,2,565000,1
1,755000,1,SC,45013,5,1,45-54,588,3,<20%,360,2,1805000,1
1,275000,1,VA,51107,5,2,25-34,71,1,42,360,2,345000,1
1,745000,1,CA,06037,5,1,45-54,176,1,50%-60%,360,1,1245000,1
1,705000,1,NY,36119,5,1,25-34,227,3,30%-<36%,360,2,875000,1
1,725000,1,AZ,04021,5,1,55-64,353,1,20%-<30%,360,2,965000,1
2,5005000,3,CA,06037,5,1,55-64,601,3,>60%,300,1,15705000,0
1,315000,1,VA,51059,3,2,45-54,97,1,42,360,2,395000,1
1,305000,1,NC,37049,5,1,65-74,109,3,37,360,2,375000,1
1,805000,1,CA,06001,5,2,25-34,185,2,41,360,2,1155000,1
1,715000,1,CA,06073,5,1,45-54,203,1,37,360,2,895000,1
1,925000,1,NY,36119,2,1,35-44,,2,47,360,2,1575000,1
1,605000,1,MA,25021,5,1,65-74,248,3,30%-<36%,360,2,1835000,1
1,305000,1,FL,12095,5,1,55-64,110,1,30%-<36%,360,2,615000,1
1,615000,1,GA,13089,5,1,45-54,170,1,44,360,2,765000,1
2,515000,1,TN,47037,5,2,45-54,333,1,30%-<36%,360,2,1625000,1
1,925000,1,MA,25001,5,1,45-54,,1,46,360,2,1165000,1
1,1605000,1,TX,48201,5,1,65-74,489,1,44,360,2,2505000,1
1,525000,1,TX,48453,5,2,35-44,151,3,44,360,2,655000,1
1,205000,1,CT,09001,3,1,65-74,214,1,42,300,1,1025000,1
1,375000,1,MT,30111,5,2,35-44,145,3,30%-<36%,360,2,375000,1
1,755000,1,AZ,04013,5,1,55-64,279,1,49,360,1,2105000,1
2,545000,1,AL,01033,5,2,55-64,317,2,43,360,2,725000,1
1,595000,1,NJ,34003,5,2,35-44,250,3,20%-<30%,360,2,945000,1
1,345000,1,IL,17031,5,2,25-34,130,1,30%-<36%,360,2,375000,1
2,515000,1,NH,33003,5,1,45-54,330,2,30%-<36%,360,2,1005000,1
1,585000,1,MD,24003,5,1,25-34,170,2,20%-<30%,360,2,645000,1
1,1205000,3,CA,06037,5,1,45-54,316,1,>60%,360,1,8505000,0
1,205000,1,AR,05125,5,1,45-54,187,3,38,360,2,395000,1
1,1005000,1,CA,06037,5,1,25-34,770,3,37,300,1,4025000,1
1,535000,1,TX,48113,5,2,45-54,152,2,49,360,1,765000,1
1,1305000,1,CO,08031,5,2,35-44,685,1,30%-<36%,360,2,2005000,1
2,75000,1,OR,41017,5,1,35-44,129,2,30%-<36%,180,2,375000,1
2,2035000,3,NY,36103,5,1,55-64,474,3,>60%,360,2,4075000,0
1,515000,1,TX,48121,5,2,55-64,207,3,30%-<36%,180,2,625000,1
3,1205000,1,NC,37053,2,1,55-64,888,3,42,360,1,2625000,1
1,205000,1,FL,12115,5,1,65-74,166,3,45,360,2,885000,1
1,795000,1,CA,06007,5,1,45-54,,1,44,360,2,995000,1
1,1005000,1,NY,36061,5,1,65-74,438,2,49,360,2,4105000,1
1,385000,1,IL,17197,5,1,25-34,,1,30%-<36%,360,2,475000,1
1,515000,1,KS,20091,5,1,45-54,717,1,20%-<30%,360,1,785000,1
1,655000,1,OR,41067,5,2,25-34,291,1,30%-<36%,360,2,875000,1
1,515000,1,IN,18137,5,1,55-64,272,1,<20%,360,2,615000,1
1,925000,1,NJ,34037,5,1,45-54,,2,30%-<36%,360,1,1155000,1
2,1915000,1,CA,06037,5,1,35-44,806,3,30%-<36%,360,2,2555000,1
2,1285000,1,HI,15009,5,1,25-34,721,2,37,360,1,1715000,1
2,1005000,1,NJ,34025,5,1,35-44,784,1,44,360,2,1485000,1
1,495000,1,WA,53033,5,2,65-74,158,2,41,360,2,645000,1
1,845000,1,NJ,34021,5,2,35-44,371,2,30%-<36%,360,2,1245000,1
1,255000,1,GA,13129,5,1,<25,216,1,30%-<36%,360,2,445000,1
2,875000,1,SC,45019,5,1,55-64,543,3,44,360,2,1165000,1
1,925000,1,WA,53033,5,1,25-34,367,3,20%-<30%,360,2,1375000,1
3,555000,1,NV,32510,5,1,55-64,210,1,44,360,2,1005000,1
1,1745000,1,WA,53033,2,1,25-34,518,3,42,360,1,2325000,1
1,665000,1,CA,06081,2,1,25-34,,1,39,360,2,835000,1
2,535000,1,FL,12071,5,1,35-44,665,1,20%-<30%,360,2,765000,1
1,205000,1,WI,55079,5,2,<25,38,2,50%-60%,360,2,235000,1
1,535000,1,FL,12095,5,2,45-54,203,3,20%-<30%,360,2,665000,1
2,1275000,1,CO,08107,5,1,45-54,,2,<20%,360,1,1705000,1
1,755000,1,CA,06041,5,1,55-64,313,3,47,360,2,4255000,1
1,515000,1,MI,26163,5,1,35-44,644,1,<20%,360,2,1285000,1
2,1505000,1,CO,08067,5,1,55-64,685,2,49,360,2,2855000,1
3,515000,1,MA,25025,5,1,45-54,691,1,20%-<30%,360,2,695000,1
1,705000,1,HI,15003,2,2,25-34,162,3,37,360,2,1105000,1
1,1445000,1,WA,53033,2,1,35-44,353,3,44,360,2,1525000,1
1,635000,1,WA,53033,5,1,35-44,183,2,48,360,2,915000,1
1,635000,1,CT,09001,5,1,65-74,183,2,42,360,2,1055000,1
1,535000,1,OH,39153,5,2,45-54,287,1,20%-<30%,360,2,715000,1
1,275000,1,CA,06013,5,2,35-44,100,3,47,360,2,655000,1
1,525000,1,TX,48139,5,1,45-54,483,1,20%-<30%,360,2,655000,1
1,925000,1,IL,17097,5,1,25-34,314,1,39,360,2,1205000,1
1,1605000,1,CA,06073,5,1,55-64,699,1,30%-<36%,360,2,2005000,1
1,565000,1,NJ,34035,5,1,35-44,199,3,20%-<30%,360,2,765000,1
2,235000,1,WI,55137,5,1,55-64,86,3,49,360,2,315000,1
1,1695000,1,FL,12099,5,2,25-34,516,1,44,360,2,2275000,1
1,705000,1,CA,06013,2,2,35-44,357,1,20%-<30%,360,2,1655000,1
1,515000,1,NY,36091,5,1,65-74,147,3,37,360,2,535000,1
1,1205000,3,CA,06087,5,1,25-34,350,3,30%-<36%,360,2,1605000,0
1,585000,1,KY,21111,5,1,25-34,433,2,20%-<30%,360,2,1165000,1
1,3005000,1,WA,53053,5,1,55-64,1841,2,20%-<30%,360,2,5105000,1
1,565000,1,IL,17043,5,1,35-44,319,3,43,360,2,705000,1
1,285000,1,GA,13297,5,2,25-34,61,1,42,360,2,355000,1
2,635000,1,TX,48167,5,1,45-54,980,1,20%-<30%,360,2,855000,1
1,1805000,1,WA,53033,5,1,35-44,366,3,44,360,2,2505000,1
1,1105000,1,NY,36119,5,1,25-34,,2,<20%,360,2,1825000,1
2,515000,1,CA,06065,5,1,45-54,510,1,20%-<30%,360,1,645000,1
1,605000,1,OH,39061,5,2,45-54,,2,30%-<36%,360,2,1365000,1
1,805000,1,FL,12081,5,1,65-74,345,3,43,360,1,1975000,1
1,235000,1,MI,26075,5,2,55-64,227,1,20%-<30%,360,2,295000,1
2,1905000,1,NY,36103,5,1,45-54,1300,2,30%-<36%,360,2,2705000,1
1,1375000,3,CA,06075,5,2,45-54,187,1,50%-60%,360,2,1405000,0
1,805000,1,DE,10003,5,1,65-74,276,3,20%-<30%,360,2,1305000,1
1,255000,1,GA,13051,5,1,35-44,81,1,20%-<30%,360,2,325000,1
1,515000,1,NY,36047,2,1,25-34,171,1,36,360,1,585000,1
1,365000,1,MA,25017,5,1,<25,,3,39,360,2,455000,1
1,425000,1,NC,37119,5,2,25-34,117,1,38,360,2,535000,1
1,1305000,1,CA,06081,5,1,25-34,345,3,45,360,2,1635000,1
1,715000,1,FL,12115,5,1,55-64,390,3,20%-<30%,360,1,895000,1
2,1095000,1,FL,12131,5,1,45-54,675,1,44,360,1,1465000,1
1,215000,1,FL,12099,5,2,25-34,90,3,45,360,2,515000,1
1,515000,1,CO,08035,5,2,65-74,141,1,43,360,2,695000,1
1,245000,1,CA,06071,5,2,35-44,79,1,41,360,2,565000,1
1,1115000,1,FL,12109,5,1,35-44,423,3,40,360,2,1485000,1
2,905000,1,NY,36027,5,2,65-74,1293,2,30%-<36%,360,1,1705000,1
1,1205000,1,FL,12019,5,1,45-54,1097,1,<20%,360,2,1905000,1
1,705000,1,SC,45019,5,1,55-64,444,1,36,360,1,1475000,1
2,1005000,1,FL,12099,5,1,65-74,427,3,50%-60%,360,2,2175000,1
1,515000,1,CA,06013,2,1,25-34,341,1,30%-<36%,360,2,645000,1
1,605000,1,VA,51107,5,1,25-34,160,1,38,360,2,755000,1
1,1335000,1,AZ,04013,5,1,35-44,864,1,20%-<30%,360,2,1785000,1
1,1825000,1,CA,06001,5,2,25-34,616,3,47,360,2,2055000,1
1,515000,1,SC,45045,5,1,55-64,236,2,20%-<30%,360,2,675000,1
1,1185000,1,NY,36061,2,2,35-44,,3,20%-<30%,360,2,1695000,1
1,305000,1,WI,55025,5,1,55-64,218,2,30%-<36%,360,2,385000,1
1,1505000,1,FL,12086,2,1,>74,520,2,50%-60%,360,1,3005000,1
1,1855000,1,FL,12095,5,1,45-54,586,2,50%-60%,360,1,2325000,1
3,1245000,1,IL,17031,5,2,35-44,1205,3,20%-<30%,360,1,1555000,1
1,1505000,1,CT,09001,5,2,45-54,676,1,20%-<30%,360,1,2505000,1
3,575000,1,OR,41067,5,2,45-54,143,2,49,360,2,1085000,1
2,805000,1,NY,36103,5,1,45-54,643,3,42,360,1,4535000,1
1,1005000,1,MA,25021,5,2,55-64,800,3,30%-<36%,300,1,5305000,1
1,945000,1,MA,25021,5,1,45-54,452,3,20%-<30%,360,2,2445000,1
1,755000,1,VA,51760,5,2,65-74,421,1,20%-<30%,360,2,1615000,1
1,635000,1,NY,36103,5,1,25-34,269,2,20%-<30%,360,2,955000,1
1,1355000,1,SC,45051,5,1,65-74,338,3,42,360,2,2455000,1
2,915000,1,FL,12021,5,2,45-54,,1,30%-<36%,360,2,1225000,1
1,1965000,1,TX,48453,5,1,65-74,604,1,43,360,2,2805000,1
1,515000,1,OH,39133,5,1,55-64,,2,30%-<36%,360,1,625000,1
1,515000,1,PA,42003,5,2,25-34,124,3,45,360,2,805000,1
1,355000,1,WA,53073,5,2,35-44,143,1,48,360,2,995000,1
2,665000,1,ME,23005,5,1,35-44,574,1,20%-<30%,360,2,895000,1
2,175000,1,VA,51810,5,1,65-74,67,1,30%-<36%,360,2,335000,1
1,515000,1,MA,25017,5,2,45-54,292,1,38,360,1,5235000,1
1,965000,1,NJ,34005,2,2,35-44,565,1,30%-<36%,360,2,1205000,1
1,365000,1,FL,12105,5,2,25-34,120,3,47,360,2,455000,1
1,705000,1,TX,48339,5,1,55-64,372,3,38,360,2,1005000,1
1,515000,1,CO,08059,5,1,35-44,195,1,20%-<30%,360,2,805000,1
1,215000,1,MI,26139,5,1,<25,46,3,43,360,2,225000,1
1,285000,1,MO,29189,5,1,45-54,86,3,38,360,2,355000,1
1,825000,1,CA,06073,2,1,<25,413,3,43,360,2,1505000,1
1,1075000,1,TX,48201,5,1,45-54,,2,30%-<36%,360,1,2005000,1
1,1425000,1,CA,06075,5,1,>74,472,3,46,360,2,1425000,1
1,1605000,1,AZ,04013,5,1,65-74,,3,30%-<36%,360,1,2005000,1
1,515000,1,PA,42055,5,1,65-74,250,1,48,360,2,1105000,1
1,515000,1,FL,12015,5,1,35-44,200,2,30%-<36%,360,2,645000,1
3,885000,1,MT,30031,5,1,55-64,447,1,45,360,2,1605000,1
1,765000,1,ID,16055,5,2,35-44,,1,43,360,2,1295000,1
1,1725000,1,CA,06013,5,1,25-34,521,1,37,360,2,2155000,1
1,1235000,1,DC,11001,5,1,35-44,573,3,20%-<30%,360,2,1545000,1
1,545000,1,IN,18127,5,1,55-64,203,1,44,360,2,805000,1
1,1425000,1,SC,45019,5,2,45-54,675,2,42,360,1,1905000,1
2,1105000,1,MA,25001,5,1,35-44,1059,1,20%-<30%,360,1,2055000,1
2,775000,1,NC,37119,3,1,45-54,1662,1,<20%,360,2,1035000,1
1,605000,1,MA,25017,5,1,65-74,215,1,40,360,2,1055000,1
1,555000,1,LA,22103,5,2,55-64,444,1,39,360,2,555000,1
2,275000,1,TX,48213,5,2,55-64,311,1,20%-<30%,360,2,365000,1
1,1005000,1,MD,24031,5,1,65-74,212,3,48,360,2,1335000,1
1,475000,1,NC,37129,5,1,35-44,279,1,<20%,360,2,595000,1
2,555000,1,CA,06037,2,1,65-74,,1,42,360,2,865000,1
1,215000,1,FL,12031,5,1,25-34,96,3,42,360,2,295000,1
1,1295000,1,WA,53033,5,2,35-44,315,3,41,360,2,1725000,1
1,1705000,1,AZ,04013,5,1,25-34,510,1,49,360,1,2275000,1
2,1755000,3,NY,36103,5,1,35-44,629,2,>60%,360,2,3255000,0
1,1415000,3,NY,36059,5,1,35-44,629,2,>60%,360,2,2915000,0
2,785000,1,NY,36061,5,1,35-44,,1,20%-<30%,360,1,1055000,1
1,315000,1,OH,39035,5,1,25-34,80,1,44,360,2,335000,1
1,265000,1,IN,18097,5,2,<25,123,3,30%-<36%,360,2,285000,1
1,555000,1,VA,51810,5,1,45-54,262,1,20%-<30%,360,2,885000,1
1,5005000,1,CA,06037,5,1,45-54,,3,30%-<36%,360,1,8005000,1
1,605000,1,MN,27053,5,1,25-34,261,1,38,360,2,755000,1
3,375000,1,CO,08013,5,1,65-74,166,3,38,360,2,695000,1
2,2405000,1,NC,37189,5,1,55-64,,1,45,360,2,3355000,1
1,4885000,1,ID,16001,5,1,35-44,2307,2,20%-<30%,360,2,6105000,1
1,245000,1,NY,36119,5,2,35-44,149,1,43,360,2,495000,1
2,1895000,1,CT,09001,5,2,55-64,971,1,49,360,1,1905000,1
2,2105000,1,MA,25019,5,1,55-64,1347,1,30%-<36%,360,1,2805000,1
3,205000,1,NC,37119,5,1,55-64,418,2,20%-<30%,360,2,345000,1
2,655000,1,PA,42129,5,2,45-54,241,1,47,360,2,875000,1
1,405000,1,CA,06081,2,1,45-54,115,2,49,360,2,515000,1
1,535000,1,NJ,34031,5,1,25-34,160,1,46,360,2,535000,1
1,515000,1,TX,48121,5,1,25-34,196,2,20%-<30%,360,2,605000,1
2,1095000,1,NY,36061,5,1,55-64,500,3,39,360,1,1815000,1
1,595000,1,NY,36061,5,2,25-34,220,3,37,360,2,795000,1
1,615000,1,MI,26021,5,2,55-64,164,2,43,360,2,1605000,1
2,1045000,1,NJ,34025,5,1,>74,603,1,48,360,1,1395000,1
1,105000,1,FL,12099,5,1,65-74,266,2,47,360,2,585000,1
1,1005000,1,CA,06081,5,1,25-34,297,1,39,360,2,3225000,1
1,1005000,1,WA,53033,5,1,45-54,906,1,44,360,2,1705000,1
1,655000,1,CO,08031,5,1,25-34,177,1,30%-<36%,360,2,815000,1
3,2105000,1,CO,08113,5,1,45-54,4892,3,<20%,360,1,3505000,1
3,755000,1,TX,48453,5,1,45-54,4892,3,<20%,360,2,2085000,1
1,855000,1,NC,37183,5,1,35-44,286,3,30%-<36%,360,2,1225000,1
2,1505000,1,CA,06061,5,1,55-64,1964,2,30%-<36%,360,1,3475000,1
1,255000,1,GA,13139,5,1,25-34,70,2,41,360,2,405000,1
3,595000,1,CO,08059,5,1,45-54,,1,20%-<30%,360,1,595000,1
3,555000,1,CA,06059,5,2,55-64,738,1,20%-<30%,360,2,1265000,1
2,965000,1,MI,26055,5,1,65-74,633,3,36,360,1,1295000,1
1,1085000,1,TX,48113,5,1,55-64,1144,1,20%-<30%,360,2,1355000,1
1,1665000,1,NJ,34003,5,1,35-44,1512,2,30%-<36%,360,1,2075000,1
1,125000,1,TN,47037,5,1,25-34,85,3,38,360,2,255000,1
1,655000,1,IL,17031,5,2,25-34,280,3,38,360,2,815000,1
1,555000,1,NC,37179,5,1,65-74,167,3,36,360,2,725000,1
2,515000,1,PA,42091,5,1,>74,239,3,46,360,2,905000,1
3,245000,1,OH,39089,5,1,55-64,218,1,45,360,1,375000,1
1,655000,1,CA,06073,5,1,25-34,,3,46,360,2,1105000,1
1,515000,1,CA,06001,5,2,55-64,316,1,30%-<36%,360,2,1775000,1
1,1005000,1,CO,08037,5,1,25-34,257,3,42,360,1,2155000,1
1,415000,1,WA,53033,5,1,25-34,101,2,41,360,2,645000,1
1,615000,1,AZ,04013,5,1,45-54,244,2,41,360,1,1295000,1
1,515000,1,AZ,04019,5,1,35-44,127,1,44,360,2,685000,1
1,525000,1,TN,47037,5,1,35-44,173,1,39,360,2,1715000,1
1,1765000,1,CA,06037,5,1,35-44,801,3,30%-<36%,360,2,2515000,1
1,335000,1,NJ,34027,5,1,35-44,177,1,20%-<30%,360,2,425000,1
1,1305000,1,FL,12099,5,1,55-64,404,3,44,360,2,1805000,1
2,395000,1,CO,08067,5,1,>74,130,3,42,360,2,565000,1
1,515000,1,MI,26161,5,1,35-44,276,1,44,360,2,645000,1
2,625000,1,PA,42127,5,1,45-54,521,3,<20%,360,2,885000,1
1,905000,1,VA,51059,2,1,25-34,248,2,42,360,2,1405000,1
1,705000,1,MD,24047,5,1,45-54,403,1,20%-<30%,360,2,885000,1
2,555000,1,IN,18133,5,1,35-44,400,1,41,360,2,745000,1
1,675000,1,TX,48453,5,2,25-34,316,3,30%-<36%,360,2,1575000,1
2,205000,1,GA,13215,5,2,55-64,230,3,30%-<36%,360,2,255000,1
1,555000,1,MA,25017,5,2,25-34,228,3,20%-<30%,360,2,1105000,1
1,545000,1,FL,12011,5,1,45-54,284,2,30%-<36%,360,2,685000,1
2,695000,1,NV,32031,5,2,65-74,420,3,36,360,2,705000,1
1,1195000,1,NC,37119,5,1,25-34,1185,2,<20%,360,2,2105000,1
1,725000,1,FL,12095,5,1,45-54,271,1,38,360,1,915000,1
2,795000,1,CA,06059,2,2,55-64,333,1,44,360,1,795000,1
3,285000,1,FL,12086,5,1,65-74,760,1,20%-<30%,360,2,605000,1
1,775000,1,FL,12021,5,2,65-74,325,3,20%-<30%,360,2,1225000,1
1,425000,1,FL,12109,5,1,35-44,710,3,20%-<30%,360,2,525000,1
2,755000,1,WA,53033,2,1,45-54,340,3,48,360,2,1075000,1
1,575000,1,CO,08013,5,2,55-64,989,3,20%-<30%,300,1,3405000,1
1,295000,1,TN,47153,5,1,35-44,204,2,20%-<30%,360,2,395000,1
1,365000,1,TX,48201,5,2,25-34,164,1,30%-<36%,360,2,455000,1
1,755000,1,CA,06059,2,1,45-54,488,1,20%-<30%,360,1,1525000,1
1,255000,1,CO,08031,5,1,25-34,222,1,36,360,2,525000,1
1,515000,1,SC,45045,5,1,35-44,242,2,<20%,360,2,605000,1
1,315000,1,PA,42101,5,2,25-34,117,3,20%-<30%,360,2,355000,1
1,1005000,1,CA,06075,5,1,35-44,534,1,20%-<30%,360,2,2825000,1
1,305000,1,GA,13217,5,1,25-34,88,3,36,360,2,375000,1
2,335000,1,NC,37161,5,1,45-54,416,2,36,360,1,565000,1
1,2705000,1,WA,53033,3,1,45-54,1177,3,30%-<36%,360,1,4685000,1
2,755000,1,HI,15009,5,1,55-64,271,2,50%-60%,360,1,2625000,1
2,4505000,1,NY,36103,5,1,55-64,3660,1,43,360,1,7525000,1
1,935000,1,MD,24031,5,1,35-44,,3,38,360,2,1175000,1
1,405000,3,SC,45051,5,1,55-64,103,2,>60%,360,2,585000,0
1,645000,1,WV,54081,5,1,55-64,260,3,41,360,2,805000,1
1,995000,1,CA,06097,3,2,45-54,,3,41,300,1,2995000,1
1,1645000,1,NV,32031,5,1,65-74,492,1,38,360,1,2355000,1
1,515000,1,FL,12057,5,1,25-34,219,1,20%-<30%,360,2,685000,1
1,455000,1,OH,39049,5,2,45-54,419,3,<20%,360,2,575000,1
1,1285000,1,IL,17031,5,1,35-44,,3,42,360,1,1615000,1
1,595000,1,TX,48201,5,2,35-44,209,1,30%-<36%,360,2,735000,1
1,825000,1,OR,41017,5,1,45-54,444,3,20%-<30%,360,2,1345000,1
1,725000,1,GA,13067,5,1,55-64,767,3,44,360,1,1225000,1
1,565000,1,TN,47093,5,2,<25,1329,1,20%-<30%,360,2,715000,1
