occupancy_type,loan_amount,action_taken,state_code,county_code,applicant_race_1,applicant_sex,applicant_age,income,applicant_credit_scoring_model,debt_to_income_ratio,loan_term,interest_only_payment,property_value,target
1,755000,1,CA,06073,5,1,35-44,404,1,20%-<30%,360,2,2215000,1
1,115000,1,OH,39049,5,2,55-64,221,3,30%-<36%,300,1,495000,1
1,1005000,1,CA,06075,5,1,45-54,2500,1,<20%,300,1,10255000,1
1,565000,1,GA,13121,5,2,25-34,205,1,30%-<36%,360,2,755000,1
1,605000,1,NY,36047,5,1,25-34,198,2,46,360,2,805000,1
1,385000,1,FL,12095,5,1,25-34,98,2,44,360,2,485000,1
1,645000,1,NY,36059,5,1,25-34,221,1,30%-<36%,360,2,805000,1
1,565000,1,MA,25009,5,1,25-34,177,3,30%-<36%,360,2,865000,1
1,4505000,1,CA,06085,2,1,45-54,1012,2,38,360,2,4505000,1
1,905000,1,WA,53033,2,1,35-44,320,1,47,360,2,1005000,1
1,515000,1,NJ,34025,5,2,25-34,125,3,38,360,2,785000,1
3,665000,1,VA,51003,5,1,65-74,1253,2,20%-<30%,360,2,1725000,1
2,705000,1,AL,01123,5,1,65-74,,1,38,360,1,2205000,1
1,305000,1,NY,36061,5,2,25-34,104,3,42,360,2,525000,1
1,205000,1,TX,48453,5,1,25-34,412,1,20%-<30%,300,1,875000,1
1,1155000,1,WI,55009,5,2,25-34,363,3,40,360,1,1255000,1
1,555000,1,FL,12021,5,1,>74,339,1,44,360,2,955000,1
1,1375000,1,MT,30043,5,2,35-44,265,1,40,360,2,1375000,1
1,515000,1,GA,13089,3,1,65-74,234,3,20%-<30%,360,2,955000,1
1,775000,1,CA,06055,5,1,45-54,228,2,30%-<36%,360,2,1725000,1
1,9005000,1,CT,09001,5,1,45-54,2282,2,49,360,1,11105000,1
1,1605000,1,AZ,04013,5,1,55-64,498,1,40,360,2,3105000,1
1,2205000,1,CA,06059,5,1,55-64,771,1,20%-<30%,360,2,3115000,1
1,645000,1,IL,17031,5,1,35-44,330,1,36,360,2,655000,1
2,2195000,1,NJ,34029,5,1,45-54,3968,1,<20%,360,2,3195000,1
2,525000,1,FL,12061,5,1,65-74,621,2,30%-<36%,360,2,875000,1
2,4805000,1,CA,06055,5,2,55-64,688,1,50%-60%,360,2,12005000,1
2,335000,1,VA,51067,5,1,55-64,522,3,<20%,360,2,455000,1
1,1155000,1,WA,53003,5,1,45-54,,1,30%-<36%,360,2,1545000,1
1,485000,1,GA,13117,5,1,25-34,,2,20%-<30%,360,2,485000,1
1,375000,1,IN,18097,3,1,25-34,313,3,<20%,360,2,475000,1
1,675000,1,TN,47037,5,1,<25,984,3,<20%,360,2,925000,1
1,515000,1,NY,36087,2,1,45-54,,1,39,360,2,605000,1
1,755000,1,CA,06013,5,2,55-64,252,2,41,360,2,1665000,1
1,1075000,1,CA,06081,2,2,25-34,293,3,30%-<36%,360,2,1675000,1
1,295000,1,NJ,34003,5,2,25-34,371,2,20%-<30%,360,2,395000,1
1,1425000,1,FL,12099,5,1,35-44,633,1,30%-<36%,360,2,1775000,1
1,605000,3,TX,48453,5,1,45-54,1146,3,38,300,1,2755000,0
1,525000,1,NJ,34019,5,2,45-54,166,1,42,360,2,655000,1
1,805000,3,MA,25017,5,1,55-64,1135,1,<20%,360,2,1305000,0
1,335000,1,SC,45019,5,2,25-34,100,1,36,360,2,415000,1
1,1105000,1,NJ,34039,5,2,35-44,,2,37,360,2,1605000,1
1,555000,1,OR,41005,3,1,25-34,167,1,30%-<36%,360,2,595000,1
1,285000,1,MN,27037,5,2,25-34,81,1,42,360,2,325000,1
1,515000,1,FL,12089,5,1,45-54,245,2,47,360,2,625000,1
1,555000,1,FL,12081,5,1,35-44,387,3,<20%,360,2,1455000,1
1,755000,1,AZ,04013,5,2,55-64,434,2,41,360,1,3855000,1
2,515000,1,NY,36117,5,2,45-54,602,1,36,360,2,585000,1
3,555000,1,NC,37063,5,1,35-44,275,3,30%-<36%,360,1,1105000,1
1,645000,1,VA,51760,5,1,45-54,,1,20%-<30%,360,2,725000,1
1,1005000,1,CA,06037,5,1,35-44,408,2,30%-<36%,360,2,2475000,1
1,315000,1,NE,31109,5,2,55-64,280,3,20%-<30%,360,2,395000,1
2,1295000,1,HI,15007,5,1,45-54,,1,30%-<36%,360,2,1725000,1
1,695000,1,AZ,04013,5,1,55-64,377,1,44,360,2,1005000,1
2,815000,1,FL,12115,2,1,35-44,,3,<20%,360,1,1165000,1
1,515000,1,NY,36071,3,1,45-54,138,3,44,360,2,645000,1
1,2235000,1,IN,18011,3,1,25-34,803,2,42,360,1,2795000,1
1,715000,1,NJ,34003,5,1,35-44,356,3,20%-<30%,360,1,915000,1
1,785000,1,CA,06073,5,1,65-74,252,2,45,360,2,1415000,1
1,755000,1,OR,41017,5,2,45-54,302,3,30%-<36%,360,2,1175000,1
1,795000,1,NJ,34025,5,1,25-34,401,1,20%-<30%,360,1,995000,1
1,515000,1,VA,51013,5,2,35-44,243,3,39,360,2,1805000,1
2,785000,1,NJ,34029,5,1,25-34,314,2,42,360,2,875000,1
1,315000,1,MN,27053,3,1,25-34,107,2,30%-<36%,360,2,395000,1
1,135000,1,SC,45051,5,2,35-44,68,3,20%-<30%,360,2,235000,1
1,515000,1,OR,41067,5,1,65-74,197,3,44,360,1,835000,1
1,515000,1,TN,47187,2,1,35-44,266,1,41,360,2,1105000,1
1,655000,1,GA,13057,5,1,35-44,335,1,41,360,2,1205000,1
1,155000,1,IL,17197,5,2,65-74,71,2,41,360,2,395000,1
1,35000,1,NY,36059,5,1,35-44,,1,20%-<30%,300,1,1725000,1
3,515000,1,NJ,34029,5,1,55-64,1026,1,44,360,1,745000,1
2,505000,1,LA,22071,5,1,55-64,428,3,30%-<36%,360,2,505000,1
1,565000,1,CA,06073,5,1,25-34,289,1,20%-<30%,360,2,1165000,1
1,655000,1,PA,42091,5,1,35-44,227,1,30%-<36%,360,2,815000,1
1,1015000,1,NY,36119,5,1,45-54,725,2,<20%,360,2,1125000,1
1,2015000,1,MD,24031,5,1,35-44,,3,37,360,2,2925000,1
1,705000,1,CO,08041,5,1,35-44,199,3,44,360,2,875000,1
1,2105000,1,WA,53033,5,1,55-64,812,3,43,360,1,3605000,1
1,2505000,1,CA,06037,2,1,35-44,1212,2,30%-<36%,360,2,3705000,1
1,655000,1,CA,06001,5,2,65-74,248,3,40,360,2,955000,1
2,1805000,1,NJ,34035,5,1,65-74,1396,1,30%-<36%,360,2,2405000,1
1,625000,1,PA,42029,5,1,35-44,245,3,20%-<30%,360,2,785000,1
1,705000,1,CA,06037,5,2,35-44,287,3,20%-<30%,360,2,1305000,1
1,1295000,1,CA,06013,5,1,25-34,478,2,20%-<30%,360,2,1725000,1
1,1875000,1,FL,12011,5,2,35-44,400,3,49,360,2,2505000,1
1,955000,1,CO,08005,5,1,25-34,289,1,37,360,2,1365000,1
1,515000,1,NM,35039,5,2,55-64,141,3,40,360,2,785000,1
1,575000,1,NY,36047,5,2,25-34,158,2,49,360,1,725000,1
2,525000,1,TX,48031,5,1,35-44,451,1,20%-<30%,360,2,875000,1
1,485000,1,FL,12011,5,1,25-34,136,3,40,360,2,535000,1
1,1505000,1,FL,12099,5,1,55-64,1181,1,30%-<36%,360,1,2005000,1
1,605000,1,AZ,04013,5,1,25-34,156,3,30%-<36%,360,2,805000,1
1,545000,1,IL,17097,5,1,45-54,259,1,20%-<30%,360,2,545000,1
1,265000,1,MD,24005,5,2,25-34,365,2,<20%,360,2,435000,1
1,3705000,1,GA,13121,5,1,35-44,4268,1,<20%,360,2,5705000,1
1,335000,1,WA,53033,5,1,35-44,83,1,43,360,2,615000,1
1,605000,1,NJ,34039,2,1,25-34,263,3,20%-<30%,360,2,755000,1
2,2455000,3,CO,08013,5,2,55-64,2755,1,20%-<30%,180,2,3005000,0
1,1105000,1,NJ,34013,5,1,25-34,300,1,36,360,2,1935000,1
2,565000,1,NY,36013,5,1,45-54,424,2,30%-<36%,360,2,755000,1
2,1505000,1,NY,36103,5,2,65-74,611,3,45,360,2,6905000,1
1,1005000,1,CA,06041,5,2,45-54,415,3,50%-60%,300,1,2755000,1
2,1355000,1,VT,50001,5,1,35-44,843,3,20%-<30%,360,2,1905000,1
3,515000,1,WA,53033,5,1,45-54,525,3,30%-<36%,360,2,655000,1
1,575000,1,TX,48491,5,1,25-34,165,1,30%-<36%,360,2,575000,1
2,11205000,1,CA,06073,5,1,65-74,5241,3,30%-<36%,360,1,14005000,1
1,1505000,1,CT,09001,5,1,25-34,482,3,20%-<30%,360,2,3175000,1
1,2155000,1,CO,08031,5,1,35-44,,1,30%-<36%,360,1,3205000,1
2,255000,1,FL,12009,5,2,65-74,155,2,45,360,2,505000,1
1,205000,1,NY,36027,5,1,35-44,207,1,<20%,360,2,655000,1
1,1335000,1,CA,06013,5,2,25-34,315,2,37,360,2,1775000,1
1,965000,3,VA,51810,5,1,35-44,359,2,20%-<30%,360,2,1105000,0
1,555000,1,MA,25027,5,1,35-44,360,1,20%-<30%,360,2,1395000,1
2,655000,1,NJ,34025,5,1,55-64,442,1,44,360,1,1595000,1
2,385000,1,MI,26065,5,1,45-54,180,2,30%-<36%,360,1,425000,1
1,515000,1,MI,26125,5,1,55-64,,3,20%-<30%,360,2,715000,1
1,2105000,1,UT,49049,5,1,35-44,459,1,40,360,2,3955000,1
1,255000,1,IN,18105,5,1,65-74,137,3,30%-<36%,360,2,325000,1
3,805000,1,WA,53033,5,1,35-44,1312,1,30%-<36%,360,2,1465000,1
1,1015000,1,TN,47037,5,1,35-44,754,2,<20%,360,2,1355000,1
1,605000,1,WI,55079,5,2,45-54,260,3,30%-<36%,360,2,975000,1
2,985000,3,CA,06037,2,1,45-54,181,3,50%-60%,360,2,1405000,0
1,1045000,1,OR,41005,5,1,45-54,290,3,46,360,2,1105000,1
1,885000,1,NY,36061,5,1,55-64,441,2,38,360,2,1765000,1
1,1005000,1,MN,27053,5,1,45-54,700,3,20%-<30%,360,1,3245000,1
1,815000,1,FL,12099,5,1,>74,322,3,50%-60%,360,1,825000,1
1,975000,1,NY,36061,5,1,25-34,338,3,30%-<36%,360,2,1625000,1
1,465000,1,UT,49035,5,1,25-34,291,3,<20%,360,2,485000,1
1,1445000,1,NJ,34013,5,2,55-64,776,1,30%-<36%,360,2,1805000,1
1,725000,1,NJ,34013,5,1,35-44,337,2,20%-<30%,360,2,915000,1
1,845000,1,PA,42017,5,1,65-74,734,1,20%-<30%,360,2,1055000,1
1,575000,1,TN,47093,5,1,45-54,268,1,30%-<36%,360,2,725000,1
3,275000,1,VA,51810,5,1,55-64,270,3,38,360,2,455000,1
1,525000,1,WI,55025,5,1,25-34,140,2,39,360,2,665000,1
2,705000,1,FL,12021,5,1,45-54,416,2,30%-<36%,360,2,1255000,1
1,575000,1,VA,51059,5,2,25-34,388,3,<20%,360,2,775000,1
1,495000,3,AL,01097,5,2,55-64,107,2,>60%,360,2,625000,0
1,815000,1,NM,35001,5,1,45-54,613,1,20%-<30%,360,2,815000,1
1,755000,3,CA,06075,5,1,25-34,294,1,38,360,2,1875000,0
1,205000,1,MA,25023,5,2,55-64,79,2,42,360,2,705000,1
1,725000,1,FL,12011,5,1,45-54,244,3,20%-<30%,360,2,955000,1
2,1625000,1,NC,37021,5,2,55-64,856,3,44,360,2,2175000,1
1,745000,1,NE,31055,5,1,35-44,453,1,<20%,360,2,925000,1
3,205000,1,FL,12031,5,1,>74,181,2,43,360,2,355000,1
1,1605000,1,CA,06059,5,1,55-64,518,3,49,360,2,1775000,1
1,555000,1,FL,12057,5,2,35-44,170,3,38,360,2,695000,1
1,785000,1,NJ,34039,3,2,35-44,,3,20%-<30%,360,2,975000,1
2,595000,1,MI,26021,5,2,55-64,404,2,43,360,1,795000,1
1,905000,1,CA,06041,5,2,35-44,317,1,41,360,2,1765000,1
3,745000,1,MA,25025,2,1,45-54,849,3,30%-<36%,180,2,1505000,1
1,2165000,1,NY,36061,5,1,35-44,1472,3,<20%,360,2,2705000,1
1,565000,1,NJ,34025,5,2,55-64,146,3,50%-60%,360,2,865000,1
1,1535000,1,GA,13121,2,2,55-64,529,3,39,360,2,2055000,1
1,985000,1,TX,48157,5,1,65-74,440,3,20%-<30%,360,2,1225000,1
1,2025000,1,CA,06085,2,1,35-44,705,3,36,360,2,2205000,1
1,665000,3,WA,53033,5,1,45-54,140,3,41,360,2,695000,0
1,1405000,1,CT,09001,5,2,35-44,1089,1,20%-<30%,360,2,2495000,1
3,745000,3,MD,24047,2,1,55-64,257,2,20%-<30%,360,2,1875000,0
3,455000,3,MD,24047,2,1,55-64,257,2,20%-<30%,360,2,735000,0
1,395000,1,SC,45013,5,2,55-64,114,1,38,360,2,545000,1
3,675000,3,MD,24047,2,1,55-64,257,2,20%-<30%,360,2,815000,0
1,85000,3,NJ,34019,5,1,45-54,105,3,>60%,300,1,1005000,0
1,265000,1,MI,26125,5,2,35-44,84,1,41,360,2,365000,1
1,305000,1,CA,06037,5,2,45-54,,2,<20%,300,1,2555000,1
1,205000,1,TX,48039,5,1,65-74,146,3,37,360,2,305000,1
2,515000,1,MT,30031,5,1,65-74,172,2,41,360,2,745000,1
2,1755000,1,HI,15007,5,1,55-64,729,1,46,360,1,3245000,1
1,1085000,1,CA,06075,5,2,25-34,256,3,40,360,2,1555000,1
2,435000,1,CA,06081,5,1,55-64,463,1,20%-<30%,360,2,2105000,1
1,905000,1,NY,36119,5,2,35-44,401,3,20%-<30%,360,2,1555000,1
3,195000,1,WI,55031,5,1,65-74,96,2,49,360,2,195000,1
1,515000,1,CA,06009,5,1,45-54,173,1,30%-<36%,360,2,885000,1
3,615000,3,TX,48439,5,1,35-44,158,1,>60%,360,2,615000,0
1,1245000,3,MA,25025,5,2,45-54,466,2,40,360,2,1665000,0
1,535000,1,PA,42003,5,1,55-64,278,1,30%-<36%,360,1,935000,1
2,515000,1,MN,27053,5,1,35-44,168,2,20%-<30%,360,2,575000,1
1,535000,1,FL,12081,5,2,65-74,171,2,48,360,2,1095000,1
1,585000,1,TX,48121,3,1,25-34,194,3,50%-60%,360,2,775000,1
1,625000,1,PA,42095,5,2,45-54,365,3,30%-<36%,360,1,775000,1
1,235000,1,CO,08031,5,2,25-34,59,3,44,360,2,455000,1
2,705000,1,NC,37053,5,2,25-34,312,2,41,360,2,1005000,1
1,1005000,1,NY,36061,2,1,45-54,842,3,48,360,2,2995000,1
1,2375000,3,MD,24031,3,1,55-64,430,3,>60%,360,2,2975000,0
3,2945000,1,CA,06081,5,1,55-64,,3,<20%,360,1,5355000,1
1,555000,1,WA,53053,5,2,25-34,145,3,37,360,2,575000,1
1,515000,1,FL,12071,5,1,55-64,268,1,48,360,2,695000,1
2,1045000,1,CA,06085,2,1,55-64,355,1,48,360,2,2455000,1
1,595000,1,CA,06085,5,2,45-54,161,3,50%-60%,360,2,2905000,1
1,515000,1,MI,26125,5,1,65-74,199,1,45,360,2,645000,1
1,325000,1,WI,55133,5,2,45-54,178,3,42,360,2,405000,1
1,605000,1,NJ,34003,5,1,25-34,,2,30%-<36%,360,2,715000,1
1,2175000,1,TX,48453,5,1,45-54,1152,3,41,360,2,3105000,1
1,745000,1,WA,53073,5,1,45-54,225,3,20%-<30%,360,2,995000,1
1,555000,1,UT,49035,5,1,25-34,174,1,30%-<36%,360,2,595000,1
1,1345000,1,NJ,34013,5,1,45-54,448,1,30%-<36%,360,2,1685000,1
1,3755000,1,CA,06085,5,1,55-64,1420,1,30%-<36%,360,1,6105000,1
1,515000,1,MI,26125,2,1,35-44,271,1,39,360,2,1225000,1
1,255000,1,WY,56019,5,1,65-74,128,1,20%-<30%,360,2,675000,1
1,635000,1,OH,39061,5,2,65-74,427,3,20%-<30%,360,2,795000,1
2,1005000,1,TX,48363,5,1,35-44,413,1,47,360,2,1455000,1
1,555000,1,GA,13295,2,1,35-44,156,3,30%-<36%,360,2,755000,1
1,515000,1,OR,41005,5,2,25-34,254,2,20%-<30%,360,2,975000,1
1,545000,1,DC,11001,5,1,55-64,356,1,20%-<30%,360,2,645000,1
1,2505000,1,OH,39041,5,1,55-64,1012,1,41,360,2,2905000,1
1,375000,1,NC,37183,5,2,35-44,256,3,42,360,2,415000,1
1,235000,1,WI,55025,5,1,65-74,124,3,20%-<30%,360,2,335000,1
1,815000,1,UT,49035,5,1,55-64,265,2,45,360,2,1315000,1
1,515000,1,NC,37119,5,2,>74,111,2,45,360,2,2205000,1
1,725000,1,GA,13089,5,1,25-34,291,1,41,360,2,965000,1
1,915000,1,CA,06037,5,2,35-44,237,1,50%-60%,360,2,1415000,1
1,755000,1,NY,36103,5,1,55-64,382,3,49,360,2,2205000,1
1,705000,1,OR,41005,5,1,25-34,417,1,45,360,2,1005000,1
1,555000,1,GA,13117,2,1,45-54,,3,30%-<36%,360,2,695000,1
1,555000,1,FL,12071,5,1,65-74,218,3,47,360,1,1275000,1
1,355000,1,GA,13121,5,1,25-34,86,2,40,360,2,475000,1
1,485000,3,GA,13057,5,1,45-54,200,2,43,360,2,525000,0
2,605000,1,FL,12099,5,1,45-54,1665,3,<20%,360,1,2615000,1
1,575000,1,MN,27037,5,1,55-64,177,1,48,360,2,815000,1
1,515000,1,CO,08041,5,1,>74,118,1,45,360,2,665000,1
1,515000,1,NJ,34009,5,1,55-64,620,2,30%-<36%,360,2,1705000,1
1,785000,1,TX,48201,5,1,35-44,429,1,30%-<36%,360,2,985000,1
2,905000,1,CA,06097,5,1,65-74,449,3,30%-<36%,360,2,1295000,1
1,1575000,1,TX,48453,5,1,55-64,1420,2,20%-<30%,360,2,2105000,1
2,385000,1,CA,06061,5,1,35-44,821,2,48,360,1,555000,1
1,515000,1,TN,47065,5,1,45-54,390,1,20%-<30%,360,2,795000,1
1,1565000,1,FL,12085,5,1,<25,581,2,30%-<36%,360,1,1955000,1
1,2505000,1,AZ,04013,5,1,35-44,1188,1,30%-<36%,360,2,3415000,1
1,555000,1,NJ,34035,5,2,35-44,150,2,37,360,2,695000,1
1,725000,1,NY,36119,5,2,35-44,393,1,30%-<36%,360,1,1805000,1
1,1355000,1,FL,12031,5,2,25-34,,1,40,360,2,1815000,1
1,1055000,1,NY,36059,5,1,35-44,431,3,30%-<36%,360,1,1325000,1
1,2255000,1,AZ,04013,2,1,65-74,391,1,46,360,2,3005000,1
2,535000,3,NC,37055,5,1,45-54,228,1,42,360,2,625000,0
1,555000,1,CT,09001,5,1,25-34,190,1,36,360,2,795000,1
2,805000,1,CA,06065,5,2,55-64,251,1,49,360,2,1555000,1
1,1055000,1,WA,53033,5,2,25-34,284,3,43,360,2,1405000,1
1,745000,1,IL,17031,5,1,55-64,380,3,>60%,360,2,1155000,1
1,595000,3,FL,12031,5,1,35-44,278,3,41,360,2,905000,0
1,885000,1,FL,12085,5,2,65-74,282,2,20%-<30%,360,2,1105000,1
1,2505000,1,CA,06059,5,1,45-54,1015,2,39,360,1,3525000,1
1,555000,1,FL,12099,5,1,>74,170,1,45,360,2,1605000,1
1,825000,1,CA,06001,2,2,25-34,160,1,47,360,2,1035000,1
1,905000,1,GA,13135,5,1,55-64,309,1,43,360,1,1915000,1
1,515000,1,GA,13067,5,1,35-44,206,1,20%-<30%,360,2,975000,1
1,945000,1,NV,32003,5,1,55-64,343,1,42,360,2,1345000,1
1,1125000,1,NJ,34003,5,2,35-44,300,2,39,360,2,1405000,1
1,275000,1,AL,01081,5,2,25-34,110,2,30%-<36%,360,2,435000,1
1,4605000,1,CT,09001,5,1,55-64,1584,3,50%-60%,360,1,6605000,1
1,1175000,1,AZ,04013,5,1,65-74,853,3,42,360,1,1735000,1
1,775000,1,WY,56037,5,2,45-54,221,2,42,360,2,975000,1
1,515000,1,MO,29209,5,1,55-64,251,1,30%-<36%,360,2,635000,1
1,275000,1,IL,17201,5,1,25-34,127,1,20%-<30%,360,2,345000,1
1,595000,1,UT,49049,5,2,35-44,231,1,20%-<30%,360,2,995000,1
1,625000,1,MA,25025,5,1,35-44,233,3,45,360,2,975000,1
1,515000,1,NY,36091,5,1,25-34,165,1,30%-<36%,360,2,655000,1
2,515000,1,FL,12071,5,2,55-64,229,3,42,360,2,675000,1
1,995000,1,CA,06013,5,1,55-64,240,2,40,360,2,1455000,1
1,975000,1,CA,06073,2,1,35-44,260,3,30%-<36%,360,2,975000,1
1,1845000,1,CA,06085,2,1,35-44,637,2,43,360,2,2305000,1
1,915000,1,MA,25023,5,1,65-74,290,2,44,360,2,1225000,1
1,985000,1,NJ,34017,2,2,35-44,,2,20%-<30%,360,2,1235000,1
1,555000,1,UT,49053,5,1,25-34,390,3,20%-<30%,360,2,695000,1
1,1345000,1,VA,51013,5,2,35-44,558,2,44,360,2,1795000,1
2,515000,1,FL,12021,5,1,65-74,422,2,30%-<36%,360,1,785000,1
1,1275000,1,TN,47187,5,1,35-44,413,1,40,360,1,1935000,1
2,515000,1,NJ,34009,5,1,45-54,238,3,44,360,1,1115000,1
2,205000,1,FL,12071,5,1,55-64,376,2,20%-<30%,360,2,435000,1
2,415000,1,TX,48167,5,1,35-44,490,3,20%-<30%,360,2,555000,1
1,605000,1,CA,06065,5,2,65-74,179,3,44,360,2,805000,1
1,605000,1,IN,18057,2,1,45-54,395,1,<20%,360,2,915000,1
2,605000,1,MA,25025,5,1,55-64,527,1,46,360,2,1055000,1
1,585000,1,CA,06085,2,1,35-44,230,3,30%-<36%,360,2,725000,1
1,835000,3,OR,41005,5,1,45-54,150,2,50%-60%,360,2,1075000,0
1,265000,1,VA,51760,5,1,65-74,115,3,48,360,2,335000,1
2,1455000,1,FL,12085,5,1,45-54,723,1,38,360,2,2195000,1
1,285000,1,CA,06041,5,1,>74,254,3,36,300,1,2025000,1
2,1055000,1,SC,45043,5,2,55-64,549,1,50%-60%,360,1,1405000,1
1,605000,1,NJ,34029,5,1,55-64,213,1,37,360,2,2405000,1
1,1405000,1,GA,13121,5,1,45-54,218,1,50%-60%,360,2,2355000,1
1,1125000,1,CA,06059,5,2,>74,230,3,50%-60%,360,1,1505000,1
1,1005000,1,CA,06085,2,1,45-54,961,2,<20%,360,2,4325000,1
1,625000,1,MD,24003,5,2,55-64,155,2,37,360,2,895000,1
1,405000,1,NC,37037,5,2,65-74,303,3,<20%,360,2,555000,1
1,635000,1,CA,06075,5,1,25-34,239,1,30%-<36%,360,1,1175000,1
1,675000,1,TX,48029,5,1,35-44,275,2,43,360,2,845000,1
1,515000,1,IL,17031,5,1,25-34,255,2,30%-<36%,360,2,895000,1
1,555000,1,MD,24027,2,1,25-34,,1,36,360,2,695000,1
2,905000,1,CA,06055,5,1,45-54,1204,2,43,360,2,1675000,1
1,1595000,1,AZ,04013,5,2,45-54,659,3,30%-<36%,360,2,1995000,1
1,1155000,1,CA,06037,5,1,55-64,1381,1,<20%,360,1,2985000,1
1,515000,1,MN,27163,5,1,65-74,207,2,42,360,2,755000,1
3,515000,1,CA,06085,2,2,65-74,462,2,30%-<36%,180,2,2655000,1
2,755000,1,CA,06037,5,1,55-64,672,1,30%-<36%,360,2,2155000,1
1,1365000,1,UT,49035,5,1,45-54,,2,30%-<36%,360,2,1705000,1
1,355000,1,TX,48029,5,2,25-34,192,3,20%-<30%,360,2,435000,1
2,515000,1,SC,45019,5,2,35-44,837,2,30%-<36%,360,2,525000,1
2,515000,1,NC,37189,5,1,55-64,402,2,30%-<36%,360,2,785000,1
2,265000,1,SC,45051,5,2,45-54,429,3,<20%,360,2,345000,1
1,515000,1,OH,39095,5,1,55-64,317,2,41,360,1,1005000,1
1,1505000,1,CA,06073,5,1,65-74,,1,37,360,1,2135000,1
3,435000,1,FL,12086,5,1,55-64,148,3,30%-<36%,360,2,725000,1
1,1575000,1,NY,36047,5,1,35-44,409,1,50%-60%,360,2,2455000,1
1,515000,1,PA,42017,5,2,35-44,607,2,30%-<36%,360,1,785000,1
1,325000,1,MN,27053,5,2,25-34,283,1,<20%,360,2,405000,1
1,1745000,1,CA,06085,5,1,35-44,502,3,41,360,2,2645000,1
1,515000,1,NJ,34003,5,1,35-44,136,2,39,360,2,635000,1
1,575000,1,OR,41051,5,2,25-34,208,1,20%-<30%,360,2,575000,1
1,515000,1,SC,45019,5,2,25-34,103,3,42,360,2,565000,1
1,395000,1,NJ,34003,5,2,55-64,157,1,37,360,2,515000,1
1,515000,1,FL,12099,5,2,55-64,127,3,44,360,2,785000,1
2,1055000,1,CA,06065,5,1,55-64,717,1,30%-<36%,360,1,1405000,1
2,525000,1,NJ,34009,5,1,45-54,388,1,30%-<36%,360,2,555000,1
1,585000,1,CA,06037,5,2,45-54,922,2,20%-<30%,360,2,845000,1
1,655000,1,FL,12115,5,1,65-74,165,3,36,360,2,1005000,1
1,355000,1,OR,41067,5,2,25-34,93,3,38,360,2,685000,1
2,275000,1,WI,55125,5,1,45-54,195,3,46,360,2,365000,1
1,375000,3,CA,06085,5,1,>74,33,1,>60%,360,2,3755000,0
1,295000,1,TX,48029,5,1,25-34,134,2,20%-<30%,360,2,365000,1
2,925000,1,VA,51059,5,2,45-54,336,2,47,360,2,1325000,1
1,755000,1,OH,39113,5,2,45-54,805,1,<20%,360,2,945000,1
1,1365000,1,CA,06081,5,1,35-44,355,2,42,360,2,1955000,1
1,515000,1,GA,13157,5,1,55-64,234,3,48,360,1,675000,1
1,455000,1,TX,48439,5,1,25-34,233,1,30%-<36%,360,2,605000,1
1,1195000,1,MA,25017,5,1,35-44,401,1,41,360,2,1625000,1
1,565000,1,PA,42091,5,2,65-74,208,3,30%-<36%,360,2,785000,1
1,305000,1,MN,27053,5,1,25-34,63,2,47,360,2,325000,1
1,515000,1,NV,32003,5,1,35-44,155,1,36,360,2,515000,1
1,2505000,1,CA,06037,2,1,35-44,782,3,46,360,1,3375000,1
1,2315000,1,CO,08031,5,2,55-64,750,1,43,360,2,3305000,1
1,1335000,1,FL,12099,5,1,25-34,651,2,36,360,2,1665000,1
1,515000,1,FL,12086,5,1,65-74,235,2,30%-<36%,360,2,945000,1
1,585000,1,MN,27053,5,2,35-44,,3,20%-<30%,360,2,585000,1
1,225000,1,VA,51191,5,2,55-64,96,3,20%-<30%,360,2,275000,1
1,515000,1,GA,13121,5,2,25-34,247,3,<20%,360,2,795000,1
1,655000,1,IL,17031,5,2,25-34,226,1,30%-<36%,360,2,1005000,1
1,565000,1,NV,32031,5,1,35-44,223,3,42,360,2,1055000,1
1,675000,1,WA,53033,5,2,25-34,382,3,<20%,360,2,905000,1
1,395000,1,KS,20091,5,1,25-34,290,1,<20%,360,2,495000,1
1,575000,1,WA,53003,5,1,55-64,,2,20%-<30%,360,1,725000,1
1,205000,1,CA,06037,5,1,55-64,159,3,39,300,1,2565000,1
1,1225000,1,WA,53033,5,1,55-64,578,1,30%-<36%,360,2,1635000,1
3,515000,1,CA,06059,5,1,>74,118,1,30%-<36%,360,2,1455000,1
1,515000,1,CA,06073,5,1,55-64,476,3,<20%,360,1,2855000,1
1,515000,1,CO,08117,5,1,25-34,110,1,38,360,2,615000,1
1,1765000,3,FL,12011,5,1,45-54,628,2,41,360,2,2005000,0
1,585000,1,SC,45045,5,2,25-34,400,1,<20%,360,2,725000,1
1,735000,1,TX,48453,5,2,55-64,229,2,41,360,2,1055000,1
1,3275000,1,CA,06081,5,1,35-44,3252,1,<20%,360,1,5455000,1
2,605000,1,IL,17031,5,2,55-64,666,3,30%-<36%,360,2,975000,1
1,515000,1,FL,12101,5,1,>74,148,3,41,360,2,795000,1
1,1985000,1,CA,06041,5,1,45-54,855,1,30%-<36%,360,1,2955000,1
1,825000,1,SC,45019,5,1,25-34,282,3,30%-<36%,360,2,1035000,1
2,515000,1,TX,48167,5,1,65-74,925,3,30%-<36%,360,1,1105000,1
1,795000,1,CT,09001,5,2,25-34,480,1,<20%,360,2,1065000,1
